"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
"2295",-121.45,38.54,41,1278,308,839,280,1.4702,58300,"INLAND"
"2296",-122.08,37.34,28,1643,216,594,205,NA,500001,NA
"2297",-118.53,34.22,29,4101,849,2630,867,4.6607,199800,"<1H OCEAN"
"2298",-117.45,34.1,9,4288,1017,3156,900,2.7827,105800,"INLAND"
"2299",-122.35,38.3,18,3735,557,1504,521,5.6304,243100,"NEAR BAY"
"2300",-118.28,33.99,35,1138,304,1128,311,1.8818,100000,"<1H OCEAN"
"2301",-122.61,38.24,17,1728,271,897,284,3.4896,185900,"<1H OCEAN"
"2302",-122.01,37.99,28,1900,401,918,351,3.7841,144900,"NEAR BAY"
"2303",-117.31,34.13,35,1622,393,1296,362,1.9286,68500,"INLAND"
"2304",-121.3,37.96,52,1354,314,679,311,1.7788,97400,"INLAND"
"2305",-122.47,37.79,52,2383,477,990,464,3.9688,483300,"NEAR BAY"
"2306",-120.01,38.92,25,1758,357,689,278,2.675,104200,"INLAND"
"2307",-119.86,34.38,26,1626,375,1580,359,2.1471,187500,"NEAR OCEAN"
"2308",-117.85,33.77,23,5928,1204,3570,1150,4.0398,233100,"<1H OCEAN"
"2309",-122.08,37.64,36,786,133,463,160,3.9338,182700,"NEAR BAY"
"2310",-118.11,34,38,2573,484,1568,459,3.0208,193700,"<1H OCEAN"
"2311",-117.99,33.69,12,2480,858,1441,788,1.6705,350000,NA
"2312",-118.11,34.15,40,1950,509,1038,438,2.6172,196100,"<1H OCEAN"
"2313",-117.37,33.22,35,2204,482,1435,462,3.676,125600,"NEAR OCEAN"
"2314",-117.32,34.02,17,1779,292,1006,293,4.6708,123100,"INLAND"
"2315",-122.02,37.4,33,2015,484,NA,419,4.0655,226800,"<1H OCEAN"
"2316",-117.1,32.75,15,2422,774,NA,715,1.0617,92400,"NEAR OCEAN"
"2317",-121.28,38.03,11,3585,729,2769,715,3.0907,94100,"INLAND"
"2318",-117.53,33.92,12,2290,319,728,228,6.1561,233500,"INLAND"
"2319",-118.15,33.87,29,2690,659,1747,617,3.3713,198200,"<1H OCEAN"
"2320",-121.86,37,16,8638,1392,3706,1251,5.503,351800,"<1H OCEAN"
"2321",-122.41,37.71,28,5015,1240,NA,1029,1.2269,181900,"NEAR BAY"
"2322",-118.16,34.07,42,3836,777,NA,754,3.6364,254600,"<1H OCEAN"
"2323",-119.29,34.31,25,1092,190,702,215,3.9063,192700,"NEAR OCEAN"
"2324",-115.96,33.3,27,322,81,NA,57,1.125,54400,"INLAND"
"2325",-118.16,33.9,28,2410,616,2399,594,2.7339,156700,"<1H OCEAN"
"2326",-120.86,37.49,37,1084,271,NA,236,1.6213,69500,"INLAND"
"2327",-122.33,37.94,42,1695,345,719,334,3.9417,139100,"NEAR BAY"
"2328",-121.31,38.61,17,992,151,NA,159,NA,326700,"INLAND"
"2329",-118.01,34.13,36,1332,217,648,203,4.7159,365900,NA
"2330",-122.42,37.75,52,2163,607,1447,546,3.3555,275000,"NEAR BAY"
"2331",-121.96,37.71,6,8072,1050,3386,1062,NA,336500,"<1H OCEAN"
"2332",-120.49,37.32,13,3474,927,2149,821,1.9528,85300,"INLAND"
"2333",-124.21,41.77,17,3461,722,1947,647,2.5795,68400,"NEAR OCEAN"
"2334",-118.39,34.08,52,1244,304,444,282,3.5114,430800,"<1H OCEAN"
"2335",-122.23,37.78,43,1420,472,1506,438,1.9338,112500,"NEAR BAY"
"2336",-118,33.66,25,4041,903,1689,784,4.2289,442700,"NEAR OCEAN"
"2337",-118.45,34,39,1909,359,867,345,4.7,334700,"<1H OCEAN"
"2338",-117.77,34.06,27,2178,629,2379,591,1.9766,108000,"INLAND"
"2339",-122.16,38.02,40,1800,290,761,277,5.1265,196100,"NEAR BAY"
"2340",-118.4,34.7,10,4122,814,2164,710,4.2941,151600,"INLAND"
"2341",-117.91,33.62,35,2426,359,937,387,NA,500001,NA
"2342",-118.05,33.83,24,4316,678,NA,665,5.7018,286700,"<1H OCEAN"
"2343",-121.27,38.87,16,2094,358,1092,357,4.4769,191400,"INLAND"
"2344",-117.13,32.73,52,1148,214,481,215,5.454,240900,"NEAR OCEAN"
"2345",-117.8,33.74,30,3569,551,NA,537,5.2998,247200,"<1H OCEAN"
"2346",-121.29,37.95,52,107,79,167,53,0.7917,22500,"INLAND"
"2347",-122.51,37.96,39,3302,684,1574,653,3.6863,263800,"NEAR BAY"
"2348",-121.8,37.32,20,2473,476,2228,501,5.6817,224200,"<1H OCEAN"
"2349",-118.09,33.76,26,1625,440,NA,414,1.808,58500,"<1H OCEAN"
"2350",-118.37,33.99,32,4018,564,1400,568,NA,439100,"<1H OCEAN"
"2351",-118.39,34,40,1565,269,826,268,5.2035,485700,"<1H OCEAN"
"2352",-121.94,37.76,4,6875,1439,2889,1307,4.6932,356100,NA
"2353",-122.48,37.78,52,3047,641,1427,620,3.4883,337200,NA
"2354",-118.03,34.1,31,2647,539,1473,520,3.94,223900,"INLAND"
"2355",-119.05,35.44,5,2133,487,1182,438,3.0268,77000,"INLAND"
"2356",-117.71,34.06,16,1458,295,NA,331,3.625,160400,"INLAND"
"2357",-122.1,37.39,31,1117,304,591,302,3.5909,353100,"NEAR BAY"
"2358",-121.49,38.47,26,6121,1185,4224,1105,2.3496,68000,"INLAND"
"2359",-122.01,37.37,25,2213,360,1066,390,NA,360900,"<1H OCEAN"
"2360",-119.35,36.2,29,1938,404,1487,414,1.7462,51100,"INLAND"
"2361",-122.46,37.78,52,2051,552,NA,510,3.2396,375000,"NEAR BAY"
"2362",-122.42,37.65,39,4402,894,2941,887,3.8565,239800,NA
"2363",-117.96,34.09,30,2686,613,2477,573,3.4427,160800,"INLAND"
"2364",-120.37,38.23,13,4401,829,924,383,2.6942,123500,"INLAND"
"2365",-118.11,33.85,36,887,163,482,157,4.125,219500,"<1H OCEAN"
"2366",-122.29,37.81,23,1745,374,1054,325,0.8026,112500,"NEAR BAY"
"2367",-118.11,33.9,26,4173,893,2471,863,3.5052,196000,"<1H OCEAN"
"2368",-121.91,37.44,26,1669,276,951,278,4.7794,225800,"<1H OCEAN"
"2369",-121.53,39.19,27,2080,412,1082,382,2.5495,98300,"INLAND"
"2370",-118.12,33.83,44,1712,314,691,293,4.3594,221300,"<1H OCEAN"
"2371",-119.94,38.92,24,1258,216,235,96,4.6,136800,"INLAND"
"2372",-122.65,38.4,21,1059,150,400,154,NA,343100,NA
"2373",-118.22,34.1,35,4003,788,2785,764,4.1213,252100,"<1H OCEAN"
"2374",-121.9,37.4,16,2998,603,1606,615,3.7622,150000,"<1H OCEAN"
"2375",-121,37.64,43,311,95,293,94,1.2902,67500,"INLAND"
"2376",-123.23,39.77,25,2075,435,NA,377,1.2281,60300,"INLAND"
"2377",-117.88,33.78,26,3141,670,1572,724,3.3472,237400,"<1H OCEAN"
"2378",-117.23,33.38,18,3339,704,1727,652,2.8393,173200,"<1H OCEAN"
"2379",-118.02,33.95,36,1632,295,797,283,4.2292,179500,"<1H OCEAN"
"2380",-122.02,37.31,35,2355,384,1248,378,5.9714,332500,"<1H OCEAN"
"2381",-118.27,33.86,26,1097,167,701,188,NA,196600,"<1H OCEAN"
"2382",-122.04,38.28,12,3861,795,2129,806,3.676,135000,"INLAND"
"2383",-118.2,33.93,36,2210,634,2341,553,2.1715,131100,"<1H OCEAN"
"2384",-122.46,37.78,52,2165,580,1067,530,2.9293,350000,NA
"2385",-118.61,34.31,4,1949,458,868,398,5.0151,285200,"<1H OCEAN"
"2386",-118.37,34.02,44,1944,458,981,377,2.6154,193200,"<1H OCEAN"
"2387",-118.16,33.91,35,1403,338,1415,367,3.0967,144000,"<1H OCEAN"
"2388",-117.82,33.9,25,1137,170,NA,164,NA,259300,NA
"2389",-122.89,40.76,14,712,131,270,90,2.3958,102100,"INLAND"
"2390",-122.34,37.59,44,1395,269,736,288,5.6206,386400,"NEAR OCEAN"
"2391",-122.19,37.76,38,1493,370,1144,351,0.7683,81800,"NEAR BAY"
"2392",-119.72,34.42,31,1524,383,1257,398,2.6019,250000,"NEAR OCEAN"
"2393",-118.29,34.01,50,2238,673,2247,583,1.6505,125000,"<1H OCEAN"
"2394",-122.38,40.09,16,2077,388,1155,389,3.1361,84800,"INLAND"
"2395",-117.4,33.94,37,987,187,551,191,3.5865,112000,"INLAND"
"2396",-120.79,37.76,14,3531,508,1505,497,5.5228,275300,NA
"2397",-120.55,38.12,10,1566,325,785,291,2.5,116100,"INLAND"
"2398",-122.83,38.39,19,1765,394,868,388,2.462,260300,"<1H OCEAN"
"2399",-122.28,37.75,20,1156,365,NA,326,3.1972,100000,"NEAR BAY"
"2400",-118.21,33.84,28,822,205,627,192,3.4583,166300,"<1H OCEAN"
"2401",-117.27,33.03,19,2899,499,1356,512,4.87,220900,"NEAR OCEAN"
"2402",-117.23,33.01,18,3961,511,1541,470,NA,500001,"NEAR OCEAN"
"2403",-117.08,33.09,23,3792,624,1988,658,4.7566,178300,"<1H OCEAN"
"2404",-122.08,37.63,35,517,108,391,107,4.0682,156900,"NEAR BAY"
"2405",-118.29,34,44,1753,387,1165,380,2.1354,105800,"<1H OCEAN"
"2406",-117.91,33.93,21,2578,363,1207,350,NA,291700,NA
"2407",-121.59,39.78,16,2754,570,1063,543,1.4048,86500,"INLAND"
"2408",-118.24,33.98,37,1196,364,1622,327,2.125,108900,"<1H OCEAN"
"2409",-122.34,37.94,44,1917,444,936,435,2.7391,140300,"NEAR BAY"
"2410",-118.18,33.94,44,1337,245,968,240,3.4688,183600,"<1H OCEAN"
"2411",-118.02,33.9,34,2678,511,1540,497,4.4954,202900,"<1H OCEAN"
"2412",-117.58,33.65,4,2000,422,833,386,5.7709,190300,"<1H OCEAN"
"2413",-117.89,33.92,34,1473,312,1025,315,3.8333,170400,"<1H OCEAN"
"2414",-117.11,32.76,31,2293,549,1108,557,3.3854,204400,"NEAR OCEAN"
"2415",-118.39,34.02,38,2447,636,1312,574,3.5909,279400,"<1H OCEAN"
"2416",-117.96,33.7,23,2622,445,NA,407,4.725,289600,NA
"2417",-121.14,37.52,37,1358,231,586,214,3.1645,170800,"INLAND"
"2418",-119.4,36.55,19,3000,628,2202,590,2.5141,67400,"INLAND"
"2419",-119.57,36.1,37,1676,316,707,274,2.0595,60700,"INLAND"
"2420",-117.21,33.61,7,7722,1324,2975,1161,3.6273,150900,"<1H OCEAN"
"2421",-119.13,36.13,28,1673,385,1434,371,2.0586,40900,"INLAND"
"2422",-117.08,33.03,18,1339,284,761,290,5.3074,137200,"<1H OCEAN"
"2423",-122.45,38.27,25,5024,881,1994,838,4.2237,262300,"NEAR BAY"
"2424",-118.12,34.68,12,5319,875,2439,779,4.6629,131500,"INLAND"
"2425",-120.26,39.32,24,6012,1227,780,358,3.0043,122100,"INLAND"
"2426",-121.49,38.55,51,4280,632,1486,621,5.0359,224100,NA
"2427",-118.07,34.58,34,3416,601,1929,567,4.0147,107400,"INLAND"
"2428",-121.33,38.04,15,1933,280,965,260,4.6477,142700,"INLAND"
"2429",-117.64,33.99,29,1005,152,513,149,2.4375,181300,"INLAND"
"2430",-118.63,34.17,33,4769,787,2019,743,5.5798,338200,"<1H OCEAN"
"2431",-118.92,34.19,16,3631,974,2585,923,3.0691,130400,"<1H OCEAN"
"2432",-121.37,38.68,34,1086,187,663,190,3.3074,84200,"INLAND"
"2433",-118.39,34.04,52,1492,277,666,289,4.7386,340400,NA
"2434",-122.25,37.89,37,3000,457,987,450,NA,350000,"NEAR BAY"
"2435",-122.41,37.8,52,3697,837,1446,711,5.866,500001,"NEAR BAY"
"2436",-122.14,37.72,45,1397,253,555,248,2.983,202700,"NEAR BAY"
"2437",-118.33,33.96,42,2084,517,1062,451,2.0057,198200,"<1H OCEAN"
"2438",-121.16,38.74,17,3353,463,1417,447,5.1721,237100,NA
"2439",-117.97,33.93,33,1700,369,981,362,4.5461,194000,"<1H OCEAN"
"2440",-122.16,37.75,46,954,161,429,154,2.925,142900,"NEAR BAY"
"2441",-117.83,33.67,17,2634,641,1454,560,3.7976,275000,"<1H OCEAN"
"2442",-121.35,38.09,32,1706,292,923,284,5.5057,147200,"INLAND"
"2443",-120.45,34.95,7,1479,532,1057,459,2.2538,162500,"<1H OCEAN"
"2444",-118.33,34.07,52,2248,255,813,265,NA,500001,NA
"2445",-116.95,32.82,19,5308,1058,2852,1092,2.9161,135700,"<1H OCEAN"
"2446",-122.3,37.98,25,3807,806,1821,792,3.6518,164300,"NEAR BAY"
"2447",-117.84,33.74,24,1752,407,910,427,3.3611,134600,"<1H OCEAN"
"2448",-118.09,34.02,28,1984,313,1099,343,4.5526,250200,"<1H OCEAN"
"2449",-117.58,33.89,14,1731,404,1269,351,2.3654,107900,"INLAND"
"2450",-122.37,37.96,37,1572,402,1046,350,0.7403,68600,"NEAR BAY"
"2451",-119.01,35.33,42,1120,255,677,213,1.5429,39400,"INLAND"
"2452",-118.14,33.77,52,2208,409,791,408,5.8408,500000,"NEAR OCEAN"
"2453",-118.39,33.86,24,2386,582,1152,568,4.8971,400700,"<1H OCEAN"
"2454",-120.36,40.45,19,689,143,355,127,1.7333,70000,"INLAND"
"2455",-120.68,37.47,33,1028,226,658,197,2.3043,66300,"INLAND"
"2456",-118.08,33.81,20,6295,937,2292,874,NA,402500,"<1H OCEAN"
"2457",-118.38,33.95,29,1821,588,1397,523,2.5833,187500,"<1H OCEAN"
"2458",-121.31,38.66,27,1713,282,761,295,5.2081,136400,"INLAND"
"2459",-122.37,37.93,37,709,190,644,174,0.8641,84200,"NEAR BAY"
"2460",-121.62,38.96,36,1826,329,1068,318,1.9797,118800,"INLAND"
"2461",-118.39,34.05,42,3105,559,1253,531,5.222,500001,NA
"2462",-120.86,37.76,32,964,198,623,201,3.0917,88900,"INLAND"
"2463",-118.08,33.99,36,2024,590,2028,573,2.8152,163900,"<1H OCEAN"
"2464",-121.85,37.26,16,1816,241,793,234,NA,291200,"<1H OCEAN"
"2465",-118.2,33.86,27,2732,867,1690,794,2.6465,160200,"<1H OCEAN"
"2466",-118.34,34.04,42,2010,494,1203,427,1.9408,134600,"<1H OCEAN"
"2467",-121.28,37.82,10,9205,1774,5935,1673,3.65,119400,"INLAND"
"2468",-122.49,37.78,52,3440,722,1663,665,3.0278,356300,"NEAR BAY"
"2469",-117.04,32.79,23,2491,350,863,348,NA,306800,"<1H OCEAN"
"2470",-117.15,32.76,37,1921,502,811,472,2.75,175000,"NEAR OCEAN"
"2471",-118.41,33.88,34,540,107,213,104,NA,500001,"<1H OCEAN"
"2472",-118.21,33.89,42,1254,225,929,235,4.3646,116200,"<1H OCEAN"
"2473",-121.76,37.23,16,4274,715,2240,704,5.4218,233900,"<1H OCEAN"
"2474",-117.8,33.68,8,2032,349,862,340,NA,274100,NA
"2475",-118.3,33.72,28,2647,658,1459,595,3.4474,253400,"NEAR OCEAN"
"2476",-122.41,37.8,52,1866,748,2957,710,1.8295,243800,"NEAR BAY"
"2477",-122.12,37.43,33,3262,668,1411,626,5.316,398100,NA
"2478",-122.55,37.79,32,2131,625,1229,572,2.9201,322200,"NEAR OCEAN"
"2479",-121.81,37.25,25,4096,623,NA,618,NA,251800,NA
"2480",-120.94,37.63,43,244,52,176,60,1.425,69400,"INLAND"
"2481",-117.95,34.05,34,1428,227,890,249,5.8722,204800,"<1H OCEAN"
"2482",-118.45,37.25,20,1468,283,721,270,3.0817,118800,"INLAND"
"2483",-117.71,33.61,26,3046,726,888,663,2.6848,74100,"<1H OCEAN"
"2484",-121.81,38.45,24,1951,341,1140,338,3.7061,128500,"INLAND"
"2485",-122.31,37.55,27,3931,933,1877,851,3.9722,354100,"NEAR OCEAN"
"2486",-118.09,33.9,36,1215,279,862,285,3.7604,158700,"<1H OCEAN"
"2487",-121.96,37.22,35,4709,723,1866,694,NA,500001,NA
"2488",-118.29,34.16,31,1262,338,1019,332,3.7083,241900,"<1H OCEAN"
"2489",-118.09,33.92,36,1226,211,711,219,4.5699,170800,"<1H OCEAN"
"2490",-121.44,38.64,25,1678,367,971,307,1.0398,62100,"INLAND"
"2491",-117.18,33.16,15,5923,1206,3943,1006,3.1793,159900,"<1H OCEAN"
"2492",-118.7,34.28,27,727,136,467,144,3.7188,250000,"<1H OCEAN"
"2493",-122.43,37.75,52,1970,495,871,474,4.0625,355600,"NEAR BAY"
"2494",-122.03,38.01,27,3228,562,1666,588,4.5707,175900,"NEAR BAY"
"2495",-119.74,34.43,26,3119,562,1459,562,5.0434,340400,"NEAR OCEAN"
"2496",-117.34,34,27,321,64,214,67,3.175,101600,"INLAND"
"2497",-119.05,35.4,18,1894,319,846,317,3.8611,126400,"INLAND"
"2498",-122.03,37.98,44,1254,252,498,217,3.4531,148900,"NEAR BAY"
"2499",-117.65,33.4,17,2737,654,910,492,3.5729,370800,NA
"2500",-117.17,32.72,44,626,256,572,229,1.5909,262500,"NEAR OCEAN"
"2501",-122.16,37.74,47,824,223,533,166,2.625,98200,"NEAR BAY"
"2502",-118.27,34.09,52,2327,555,1048,491,3.7847,252300,NA
"2503",-117.64,34.07,43,1970,379,1036,391,3.2083,122800,"INLAND"
"2504",-121.32,37.95,40,964,230,742,209,1.2625,43000,"INLAND"
"2505",-121.94,37.34,42,2174,420,NA,464,3.1429,286500,NA
"2506",-118.31,33.99,44,1703,358,789,249,1.7083,100000,"<1H OCEAN"
"2507",-117.58,34.02,4,5998,1092,3182,1042,5.2692,174800,"INLAND"
"2508",-118.26,34.13,37,196,74,194,68,1.2188,218800,"<1H OCEAN"
"2509",-118.22,33.97,47,1688,386,1663,381,4.0609,171300,"<1H OCEAN"
"2510",-122.5,37.74,40,2310,445,1266,490,3.7969,297800,"NEAR OCEAN"
"2511",-122.43,37.64,34,8400,1812,NA,1717,4.1033,301000,"NEAR OCEAN"
"2512",-117.8,33.7,5,1549,378,735,355,5.2923,194000,"<1H OCEAN"
"2513",-120.1,36.66,19,2020,416,1341,360,1.7,69000,"INLAND"
"2514",-121.22,38.43,20,2054,339,934,336,4.5368,219300,"INLAND"
"2515",-118.3,34.09,36,2332,993,3155,927,2.2612,230400,"<1H OCEAN"
"2516",-116.92,32.76,9,1859,307,947,304,5.9202,181300,"<1H OCEAN"
"2517",-122.83,38.99,15,289,49,191,54,1.6833,113900,"INLAND"
"2518",-117.8,33.66,16,2542,498,1022,494,4,223400,NA
"2519",-118.15,34.12,43,1810,427,742,429,3.8529,350000,"<1H OCEAN"
"2520",-115.52,32.98,21,1302,327,1244,316,2.2054,66400,"INLAND"
"2521",-117.18,32.79,30,5201,1104,2961,1064,3.2661,140400,"NEAR OCEAN"
"2522",-118.18,33.77,45,1434,627,735,518,1.5,162500,"NEAR OCEAN"
"2523",-124.07,40.81,23,2103,411,1019,387,2.9911,119700,"NEAR OCEAN"
"2524",-121,37.66,43,2369,413,944,422,3.2632,138100,"INLAND"
"2525",-122.23,37.8,52,1252,299,844,280,2.3929,111900,"NEAR BAY"
"2526",-122.25,37.79,52,1339,391,1086,363,2.181,138800,"NEAR BAY"
"2527",-122.59,38.78,15,764,145,366,143,3.375,103100,"INLAND"
"2528",-122.41,37.79,52,5783,2747,4518,2538,1.724,225000,"NEAR BAY"
"2529",-122.63,38.21,22,2933,461,1283,449,NA,291100,"<1H OCEAN"
"2530",-122.45,37.71,45,2253,431,1382,392,4.2562,221600,"NEAR OCEAN"
"2531",-121.18,38.83,15,4488,859,2114,805,2.9484,124400,"INLAND"
"2532",-121.45,38.61,32,2436,612,1509,618,1.0424,81400,"INLAND"
"2533",-117.9,34.1,35,2739,475,1481,483,4.5655,176600,"<1H OCEAN"
"2534",-118.07,34.07,31,1370,284,1062,277,3.5156,199300,"<1H OCEAN"
"2535",-121.85,37.72,43,228,40,83,42,NA,400000,"INLAND"
"2536",-117.98,33.84,35,984,179,NA,199,5.0747,189600,"<1H OCEAN"
"2537",-118.32,34.19,37,589,119,375,122,3.3897,222700,"<1H OCEAN"
"2538",-119.55,36.72,6,1186,234,1135,218,2.1515,63900,"INLAND"
"2539",-124.18,40.78,33,1076,222,656,236,2.5096,72200,"NEAR OCEAN"
"2540",-119.06,34.36,52,1409,359,981,304,2.7951,199300,"<1H OCEAN"
"2541",-121.37,38.6,36,1119,144,414,150,5.8336,283300,NA
"2542",-117.27,34.14,35,1517,257,658,245,4.4435,97600,"INLAND"
"2543",-118.38,34.02,31,1893,450,819,426,4.3077,140600,"<1H OCEAN"
"2544",-123.68,40.24,31,1852,452,917,359,1.725,54300,"<1H OCEAN"
"2545",-121.39,38.62,45,2696,624,1059,582,1.8176,160900,"INLAND"
"2546",-118.36,33.86,37,1249,218,583,214,5.7422,330700,"<1H OCEAN"
"2547",-116.68,33.16,26,1820,374,1001,324,2.1797,156300,"INLAND"
"2548",-121.28,38.13,32,3366,676,NA,697,2.5401,125400,"INLAND"
"2549",-117.97,34.07,20,2063,496,1573,468,3.2,157100,"<1H OCEAN"
"2550",-122.19,38.13,5,7854,1446,4361,1395,4.9504,214800,"NEAR BAY"
"2551",-118.2,33.8,52,1009,216,614,231,4.0074,200800,"NEAR OCEAN"
"2552",-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,"NEAR BAY"
"2553",-118.37,33.83,35,1207,207,601,213,4.7308,353400,NA
"2554",-119.75,34.5,26,3563,579,NA,575,5.9522,438400,"<1H OCEAN"
"2555",-117.99,33.72,17,2801,649,1473,535,4.2875,134800,"<1H OCEAN"
"2556",-117.8,33.69,14,1800,362,874,373,4.2083,251000,"<1H OCEAN"
"2557",-121.55,40.48,14,2413,524,805,329,2.7857,77400,"INLAND"
"2558",-122.21,37.78,52,1477,300,1065,269,1.8472,137000,"NEAR BAY"
"2559",-117.76,33.72,15,941,266,366,248,4.3636,148400,"<1H OCEAN"
"2560",-117.88,33.79,32,1484,295,928,295,5.1418,190300,"<1H OCEAN"
"2561",-118.36,34.07,52,2046,451,944,435,3.4265,456900,"<1H OCEAN"
"2562",-118.16,33.91,6,3445,847,2467,712,3.1507,144000,"<1H OCEAN"
"2563",-120.24,37.96,34,1747,395,935,362,1.625,79400,"INLAND"
"2564",-117.11,32.76,19,2188,616,1304,607,2.0852,114400,"NEAR OCEAN"
"2565",-122.06,37.65,33,1227,286,848,291,3.8036,158200,"NEAR BAY"
"2566",-117.1,32.57,26,2343,371,1221,372,4.3601,144900,"NEAR OCEAN"
"2567",-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800,"INLAND"
"2568",-118.14,33.79,44,2388,619,1461,592,3.1711,215400,"NEAR OCEAN"
"2569",-122.12,37.42,36,2607,551,1165,523,5.1524,373100,"NEAR BAY"
"2570",-118.28,33.97,40,2180,642,2464,631,1.5521,90100,"<1H OCEAN"
"2571",-117.42,34.02,9,5455,882,3015,858,4.2321,162800,"INLAND"
"2572",-119.67,34.38,28,1814,526,849,420,3.1625,364300,"<1H OCEAN"
"2573",-117.21,33.19,21,3765,612,1722,593,4.8152,218500,"<1H OCEAN"
"2574",-117.13,33.14,16,1649,278,993,277,4.8526,170700,"<1H OCEAN"
"2575",-118.19,34.02,34,1478,369,1735,348,1.8875,136700,"<1H OCEAN"
"2576",-118.42,33.96,24,4393,966,1257,579,5.0714,356100,"<1H OCEAN"
"2577",-120.43,36.18,29,579,116,218,99,2.1458,104200,"INLAND"
"2578",-118.09,34.12,38,2638,432,NA,433,5.4536,342700,"<1H OCEAN"
"2579",-122.04,37.37,42,1125,273,616,258,3.6765,252800,"<1H OCEAN"
"2580",-118.3,33.92,34,2053,382,1258,380,3.0139,154700,"<1H OCEAN"
"2581",-122.29,37.81,26,768,152,392,127,1.7719,82500,"NEAR BAY"
"2582",-118.18,33.9,31,2536,603,2625,576,3.0909,150900,"<1H OCEAN"
"2583",-121.99,36.97,15,3044,786,1306,693,2.1771,213200,"NEAR OCEAN"
"2584",-121.32,38.59,24,4378,910,2149,812,2.5035,123700,"INLAND"
"2585",-122.29,38.19,13,7065,1259,3864,1221,4.7472,148600,"NEAR BAY"
"2586",-122.01,37.98,25,1476,336,777,297,3.5179,165500,"NEAR BAY"
"2587",-118.21,33.82,43,1005,199,723,191,4.3424,162500,"NEAR OCEAN"
"2588",-118.31,34.06,14,1559,646,1639,567,1.9949,380000,"<1H OCEAN"
"2589",-118,33.9,35,1942,332,1127,325,4.5144,206300,"<1H OCEAN"
"2590",-118.48,34.25,36,1951,395,1040,375,5.1619,195300,"<1H OCEAN"
"2591",-118.37,34.04,43,1465,278,727,290,4.0781,289400,NA
"2592",-117.7,35.64,8,2683,416,1154,399,5.8625,109400,"INLAND"
"2593",-118.39,33.92,41,80,20,61,23,5.25,247200,"<1H OCEAN"
"2594",-117.34,34.46,9,5983,1122,3515,1064,3.1505,102000,"INLAND"
"2595",-122,38.99,39,1548,323,815,286,2.9489,67500,"INLAND"
"2596",-118.41,34.18,30,2008,513,1052,496,3.0119,262200,NA
"2597",-120.42,37.98,18,3059,609,1335,581,2.5129,115900,"INLAND"
"2598",-117.22,33.48,5,1585,247,510,181,NA,493300,"<1H OCEAN"
"2599",-122.47,38.51,18,2487,516,980,503,3.5506,187500,"INLAND"
"2600",-122.53,37.89,35,4127,689,1596,707,5.9073,400400,NA
"2601",-121.31,37.9,38,226,44,125,38,2.9,125000,"INLAND"
"2602",-121.95,37.21,20,2345,322,NA,276,NA,500001,"<1H OCEAN"
"2603",-117.95,33.82,35,1068,190,514,174,4.0735,208700,"<1H OCEAN"
"2604",-119.08,36.09,25,1880,339,1003,315,2.7298,103400,"INLAND"
"2605",-119.14,34.15,25,2202,390,1415,412,4.43,207700,"NEAR OCEAN"
"2606",-121.39,38.69,38,300,47,154,51,4.0909,108300,"INLAND"
"2607",-118.93,34.2,17,2619,606,1655,557,3.886,281300,NA
"2608",-121.05,39.2,48,1759,389,716,350,2.3125,108300,"INLAND"
"2609",-117.61,33.42,31,3959,856,1919,775,4.0313,282000,"NEAR OCEAN"
"2610",-119.01,36.02,17,3915,742,1768,688,2.375,79800,"INLAND"
"2611",-119.28,34.27,44,706,176,399,149,3.0089,166700,"NEAR OCEAN"
"2612",-121.18,37.79,16,1326,286,509,297,1.9464,112500,"INLAND"
"2613",-116.91,34.24,23,6379,1636,1350,568,1.6336,124500,"INLAND"
"2614",-118.13,34.13,52,2826,381,924,365,NA,500001,"<1H OCEAN"
"2615",-118.97,37.64,14,2284,622,342,137,3.0921,87500,"INLAND"
"2616",-118.04,34.05,32,1252,273,1337,263,2.6579,156800,"<1H OCEAN"
"2617",-117.11,32.75,20,1667,469,1292,445,2.0893,101100,"NEAR OCEAN"
"2618",-119.05,35.42,41,1992,421,1006,419,2.8393,57000,"INLAND"
"2619",-117.89,33.62,24,1016,238,465,236,3.0625,93800,"<1H OCEAN"
"2620",-118.4,33.9,37,2458,400,920,375,NA,500001,NA
"2621",-119.63,36.33,14,2928,600,1633,559,1.8385,67500,"INLAND"
"2622",-118.08,34.09,34,1823,457,1485,401,3.7222,207200,"<1H OCEAN"
"2623",-119.74,36.73,42,1236,272,946,261,2.0536,50000,"INLAND"
"2624",-118,33.84,29,2641,637,2413,619,2.8169,165100,"<1H OCEAN"
"2625",-117.25,32.96,18,4773,743,1970,716,NA,406200,NA
"2626",-117.04,34.03,29,3375,795,NA,699,2.7028,92000,"INLAND"
"2627",-118.97,35.38,35,1673,426,1041,413,1.375,57500,"INLAND"
"2628",-118.66,34.18,25,6612,857,2519,843,NA,419000,"<1H OCEAN"
"2629",-118.28,33.98,19,883,313,726,277,0.9809,121400,"<1H OCEAN"
"2630",-118.46,34.18,27,2582,719,NA,718,3.0877,174200,"<1H OCEAN"
"2631",-118.25,34.1,42,4198,956,1935,878,3.7184,277300,"<1H OCEAN"
"2632",-117.12,32.8,31,1727,342,879,345,3.8125,166300,"NEAR OCEAN"
